order_item_id,order_id,product_id,quantity,unit_price,line_total,created_at,updated_at
661,220,73,4,74.13,296.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
662,221,15,3,196.26,588.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
663,221,100,5,159.54,797.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
664,221,47,5,122.18,610.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
665,221,97,1,403.10,403.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
666,221,98,4,88.01,352.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
667,222,95,2,488.34,976.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
668,223,45,1,120.10,120.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
669,223,57,1,329.55,329.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
670,223,100,2,159.54,319.08,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
671,224,81,4,470.08,1880.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
672,224,22,5,114.19,570.95,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
673,224,18,2,90.07,180.14,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
674,224,27,1,317.45,317.45,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
675,224,73,3,74.13,222.39,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
676,225,91,3,450.50,1351.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
677,225,38,5,38.38,191.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
678,225,35,5,193.22,966.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
679,226,97,4,403.10,1612.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
680,226,8,3,479.03,1437.09,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
681,227,32,2,477.37,954.74,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
682,227,92,3,112.94,338.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
683,228,19,5,117.61,588.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
684,228,81,3,470.08,1410.24,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
685,228,81,4,470.08,1880.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
686,228,49,4,274.22,1096.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
687,229,66,3,243.63,730.89,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
688,229,89,3,277.34,832.02,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
689,229,59,4,247.96,991.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
690,229,42,5,482.54,2412.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
691,230,9,5,57.39,286.95,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
692,230,51,2,56.22,112.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
693,230,55,2,99.91,199.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
694,231,44,5,224.67,1123.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
695,231,74,2,465.22,930.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
696,231,73,4,74.13,296.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
697,232,13,4,104.22,416.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
698,233,59,1,247.96,247.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
699,233,55,2,99.91,199.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
700,233,89,2,277.34,554.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
701,233,84,3,257.65,772.95,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
702,234,33,1,383.36,383.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
703,234,48,2,261.94,523.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
704,234,7,4,352.09,1408.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
705,235,84,1,257.65,257.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
706,235,91,1,450.50,450.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
707,235,1,2,22.26,44.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
708,235,62,1,351.33,351.33,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
709,236,88,4,14.74,58.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
710,236,2,1,370.87,370.87,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
711,236,90,3,82.57,247.71,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
712,236,16,4,191.39,765.56,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
713,236,89,2,277.34,554.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
714,237,12,1,416.41,416.41,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
715,237,14,3,388.80,1166.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
716,237,48,3,261.94,785.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
717,237,18,4,90.07,360.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
718,238,68,5,301.57,1507.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
719,239,45,2,120.10,240.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
720,239,81,2,470.08,940.16,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
721,239,53,5,39.70,198.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
722,239,88,4,14.74,58.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
723,240,18,1,90.07,90.07,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
724,241,41,2,90.91,181.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
725,241,32,3,477.37,1432.11,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
726,241,83,1,113.21,113.21,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
727,241,32,5,477.37,2386.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
728,242,85,3,320.80,962.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
729,243,38,1,38.38,38.38,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
730,243,31,4,64.66,258.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
731,243,50,1,241.61,241.61,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
732,243,31,4,64.66,258.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
733,244,2,3,370.87,1112.61,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
734,244,41,2,90.91,181.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
735,244,50,5,241.61,1208.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
736,244,54,3,103.88,311.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
737,244,70,2,301.31,602.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
738,245,76,1,273.44,273.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
739,246,8,4,479.03,1916.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
740,247,90,4,82.57,330.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
741,247,11,5,486.83,2434.15,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
742,247,69,5,68.74,343.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
743,247,20,3,122.23,366.69,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
744,248,27,2,317.45,634.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
745,248,69,3,68.74,206.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
746,248,51,5,56.22,281.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
747,248,82,1,373.78,373.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
748,248,40,4,385.26,1541.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
749,249,12,4,416.41,1665.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
750,249,15,4,196.26,785.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
751,250,86,2,173.44,346.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
752,250,16,1,191.39,191.39,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
753,250,91,2,450.50,901.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
754,251,45,5,120.10,600.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
755,251,67,3,37.87,113.61,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
756,251,22,3,114.19,342.57,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
757,251,17,3,308.47,925.41,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
758,252,55,3,99.91,299.73,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
759,252,68,1,301.57,301.57,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
760,252,34,5,422.42,2112.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
761,253,66,3,243.63,730.89,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
762,253,8,4,479.03,1916.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
763,253,73,2,74.13,148.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
764,253,48,2,261.94,523.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
765,254,95,5,488.34,2441.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
766,254,1,1,22.26,22.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
767,255,61,3,463.99,1391.97,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
768,256,71,4,286.96,1147.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
769,257,93,3,392.26,1176.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
770,257,35,1,193.22,193.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
771,257,74,3,465.22,1395.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
772,257,16,5,191.39,956.95,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
773,258,67,1,37.87,37.87,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
774,258,52,1,211.44,211.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
775,259,42,1,482.54,482.54,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
776,259,71,4,286.96,1147.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
777,259,2,3,370.87,1112.61,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
778,260,32,4,477.37,1909.48,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
779,260,48,5,261.94,1309.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
780,260,64,2,116.67,233.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
781,260,94,5,377.24,1886.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
782,260,98,2,88.01,176.02,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
783,261,30,5,344.04,1720.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
784,262,1,4,22.26,89.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
785,262,95,3,488.34,1465.02,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
786,262,14,2,388.80,777.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
787,263,8,2,479.03,958.06,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
788,263,92,3,112.94,338.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
789,263,12,1,416.41,416.41,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
790,263,30,5,344.04,1720.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
791,264,96,1,97.89,97.89,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
792,264,75,1,314.37,314.37,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
793,264,65,2,39.87,79.74,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
794,264,82,4,373.78,1495.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
795,265,85,2,320.80,641.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
796,265,31,3,64.66,193.98,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
797,265,34,3,422.42,1267.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
798,265,51,3,56.22,168.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
799,266,10,2,405.49,810.98,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
800,266,18,5,90.07,450.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
801,267,58,4,463.92,1855.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
802,267,41,4,90.91,363.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
803,268,58,3,463.92,1391.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
804,268,60,3,90.67,272.01,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
805,269,88,3,14.74,44.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
806,269,91,5,450.50,2252.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
807,270,12,2,416.41,832.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
808,270,46,4,122.76,491.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
809,271,23,1,80.01,80.01,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
810,271,52,4,211.44,845.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
811,271,72,5,338.17,1690.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
812,272,18,1,90.07,90.07,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
813,273,26,4,251.82,1007.28,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
814,273,48,1,261.94,261.94,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
815,274,3,1,299.34,299.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
816,275,12,3,416.41,1249.23,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
817,275,16,1,191.39,191.39,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
818,276,74,4,465.22,1860.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
819,276,93,4,392.26,1569.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
820,277,23,3,80.01,240.03,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
821,277,28,2,41.13,82.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
822,277,36,3,460.06,1380.18,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
823,277,58,2,463.92,927.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
824,278,64,4,116.67,466.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
825,278,71,4,286.96,1147.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
826,278,8,1,479.03,479.03,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
827,279,26,5,251.82,1259.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
828,279,32,5,477.37,2386.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
829,279,3,4,299.34,1197.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
830,279,92,3,112.94,338.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
831,280,73,5,74.13,370.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
832,280,42,4,482.54,1930.16,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
833,280,35,2,193.22,386.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
834,281,100,3,159.54,478.62,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
835,282,30,2,344.04,688.08,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
836,282,13,2,104.22,208.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
837,282,85,2,320.80,641.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
838,282,35,5,193.22,966.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
839,282,95,1,488.34,488.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
840,283,23,2,80.01,160.02,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
841,283,31,5,64.66,323.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
842,283,41,3,90.91,272.73,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
843,284,73,5,74.13,370.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
844,284,19,5,117.61,588.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
845,284,25,4,205.71,822.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
846,285,5,1,360.85,360.85,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
847,285,8,2,479.03,958.06,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
848,285,78,2,87.30,174.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
849,285,3,5,299.34,1496.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
850,286,26,2,251.82,503.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
851,286,44,2,224.67,449.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
852,286,42,1,482.54,482.54,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
853,286,3,2,299.34,598.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
854,286,76,2,273.44,546.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
855,287,48,4,261.94,1047.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
856,288,42,2,482.54,965.08,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
857,288,21,4,141.19,564.76,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
858,288,82,4,373.78,1495.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
859,289,89,5,277.34,1386.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
860,289,46,2,122.76,245.52,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
861,289,86,5,173.44,867.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
862,289,23,4,80.01,320.04,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
863,289,40,3,385.26,1155.78,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
864,290,51,5,56.22,281.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
865,290,5,2,360.85,721.70,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
866,290,78,3,87.30,261.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
867,290,79,2,309.72,619.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
868,290,82,5,373.78,1868.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
869,291,96,1,97.89,97.89,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
870,291,31,3,64.66,193.98,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
871,291,41,2,90.91,181.82,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
872,292,2,3,370.87,1112.61,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
873,292,27,2,317.45,634.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
874,292,89,1,277.34,277.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
875,292,45,3,120.10,360.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
876,293,50,4,241.61,966.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
877,294,64,4,116.67,466.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
878,294,45,5,120.10,600.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
879,294,49,1,274.22,274.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
880,294,62,5,351.33,1756.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
881,295,58,1,463.92,463.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
882,295,5,3,360.85,1082.55,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
883,296,10,3,405.49,1216.47,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
884,297,71,1,286.96,286.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
885,298,56,2,405.93,811.86,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
886,299,13,3,104.22,312.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
887,300,93,5,392.26,1961.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
888,300,34,3,422.42,1267.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
889,300,39,2,368.63,737.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
890,300,13,1,104.22,104.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
891,300,51,5,56.22,281.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
892,301,47,1,122.18,122.18,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
893,302,62,2,351.33,702.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
894,302,13,1,104.22,104.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
895,302,27,2,317.45,634.90,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
896,302,82,3,373.78,1121.34,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
897,302,11,4,486.83,1947.32,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
898,303,61,4,463.99,1855.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
899,303,85,3,320.80,962.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
900,303,12,5,416.41,2082.05,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
901,303,50,2,241.61,483.22,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
902,304,58,1,463.92,463.92,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
903,304,34,4,422.42,1689.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
904,305,73,1,74.13,74.13,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
905,305,20,1,122.23,122.23,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
906,305,11,3,486.83,1460.49,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
907,306,30,5,344.04,1720.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
908,306,8,4,479.03,1916.12,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
909,306,67,4,37.87,151.48,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
910,306,69,4,68.74,274.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
911,306,74,2,465.22,930.44,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
912,307,92,1,112.94,112.94,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
913,307,65,5,39.87,199.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
914,307,67,5,37.87,189.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
915,307,87,5,373.20,1866.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
916,308,22,2,114.19,228.38,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
917,308,25,2,205.71,411.42,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
918,309,26,2,251.82,503.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
919,309,77,3,441.62,1324.86,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
920,309,41,1,90.91,90.91,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
921,309,12,4,416.41,1665.64,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
922,310,67,4,37.87,151.48,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
923,310,2,5,370.87,1854.35,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
924,310,76,5,273.44,1367.20,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
925,311,20,2,122.23,244.46,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
926,311,73,5,74.13,370.65,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
927,311,75,1,314.37,314.37,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
928,311,14,5,388.80,1944.00,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
929,312,45,4,120.10,480.40,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
930,312,34,4,422.42,1689.68,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
931,312,84,4,257.65,1030.60,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
932,312,74,5,465.22,2326.10,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
933,312,61,1,463.99,463.99,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
934,313,80,5,13.83,69.15,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
935,313,88,4,14.74,58.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
936,314,7,4,352.09,1408.36,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
937,314,35,3,193.22,579.66,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
938,315,36,4,460.06,1840.24,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
939,315,90,1,82.57,82.57,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
940,315,30,2,344.04,688.08,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
941,316,94,4,377.24,1508.96,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
942,316,78,1,87.30,87.30,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
943,316,25,4,205.71,822.84,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
944,317,48,1,261.94,261.94,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
945,317,66,2,243.63,487.26,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
946,317,9,3,57.39,172.17,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
947,317,91,5,450.50,2252.50,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
948,317,52,2,211.44,422.88,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
949,318,25,2,205.71,411.42,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
