order_id,customer_id,order_number,order_date,total_amount,order_status,created_at,updated_at
240,441,ORD-000240,2023-08-11,90.07,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
241,302,ORD-000241,2024-01-29,4113.99,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
242,308,ORD-000242,2024-09-06,962.40,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
243,106,ORD-000243,2024-06-14,797.27,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
244,327,ORD-000244,2024-08-31,3416.74,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
245,391,ORD-000245,2024-04-27,273.44,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
246,8,ORD-000246,2023-09-26,1916.12,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
247,260,ORD-000247,2023-10-21,3474.82,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
248,43,ORD-000248,2023-11-14,3037.04,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
249,374,ORD-000249,2023-09-02,2450.68,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
250,314,ORD-000250,2024-09-15,1439.27,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
251,360,ORD-000251,2023-01-12,1982.09,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
252,376,ORD-000252,2023-05-01,2713.40,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
253,322,ORD-000253,2023-03-20,3319.15,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
254,131,ORD-000254,2023-04-16,2463.96,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
255,440,ORD-000255,2023-01-13,1391.97,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
256,197,ORD-000256,2023-06-03,1147.84,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
257,115,ORD-000257,2023-11-26,3722.61,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
258,345,ORD-000258,2023-02-23,249.31,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
259,450,ORD-000259,2024-04-21,2742.99,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
260,103,ORD-000260,2023-10-26,5514.74,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
261,78,ORD-000261,2023-01-07,1720.20,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
262,178,ORD-000262,2024-10-13,2331.66,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
263,272,ORD-000263,2023-09-01,3433.49,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
264,212,ORD-000264,2024-12-18,1987.12,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
265,39,ORD-000265,2024-08-29,2271.50,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
266,163,ORD-000266,2024-04-08,1261.33,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
267,56,ORD-000267,2023-06-09,2219.32,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
268,62,ORD-000268,2024-07-02,1663.77,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
269,437,ORD-000269,2023-05-03,2296.72,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
270,21,ORD-000270,2023-08-09,1323.86,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
271,263,ORD-000271,2023-02-20,2616.62,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
272,128,ORD-000272,2023-04-07,90.07,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
273,7,ORD-000273,2023-03-05,1269.22,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
274,299,ORD-000274,2024-08-23,299.34,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
275,102,ORD-000275,2024-10-23,1440.62,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
276,483,ORD-000276,2024-04-17,3429.92,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
277,255,ORD-000277,2023-01-31,2630.31,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
278,18,ORD-000278,2024-09-20,2093.55,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
279,144,ORD-000279,2024-01-28,5182.13,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
280,246,ORD-000280,2024-07-11,2687.25,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
281,14,ORD-000281,2023-11-23,478.62,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
282,30,ORD-000282,2024-04-28,2992.56,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
283,392,ORD-000283,2023-08-13,756.05,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
284,468,ORD-000284,2024-08-28,1781.54,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
285,278,ORD-000285,2023-11-13,2990.21,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
286,245,ORD-000286,2023-01-01,2581.08,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
287,397,ORD-000287,2023-04-24,1047.76,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
288,301,ORD-000288,2023-04-14,3024.96,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
289,333,ORD-000289,2023-11-21,3975.24,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
290,66,ORD-000290,2023-07-01,3753.04,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
291,54,ORD-000291,2024-05-23,473.69,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
292,326,ORD-000292,2023-04-01,2385.15,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
293,403,ORD-000293,2023-04-21,966.44,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
294,376,ORD-000294,2024-03-05,3098.05,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
295,334,ORD-000295,2024-12-04,1546.47,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
296,11,ORD-000296,2023-11-23,1216.47,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
297,88,ORD-000297,2024-01-20,286.96,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
298,174,ORD-000298,2024-08-31,811.86,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
299,311,ORD-000299,2024-03-20,312.66,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
300,106,ORD-000300,2023-07-14,4351.14,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
301,282,ORD-000301,2024-05-17,122.18,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
302,219,ORD-000302,2023-03-31,4510.44,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
303,433,ORD-000303,2023-04-29,5383.63,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
304,190,ORD-000304,2024-01-26,2153.60,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
305,239,ORD-000305,2023-09-27,1656.85,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
306,414,ORD-000306,2024-07-08,4993.20,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
307,244,ORD-000307,2023-11-03,2367.64,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
308,76,ORD-000308,2023-05-04,639.80,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
309,22,ORD-000309,2024-03-09,3585.05,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
310,285,ORD-000310,2024-02-11,3373.03,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
311,401,ORD-000311,2024-03-05,2873.48,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
312,400,ORD-000312,2023-04-14,5990.77,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
313,89,ORD-000313,2023-10-10,128.11,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
314,20,ORD-000314,2024-02-10,1988.02,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
315,11,ORD-000315,2023-12-12,2610.89,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
316,154,ORD-000316,2024-03-29,2419.10,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
317,109,ORD-000317,2024-02-21,3596.75,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
318,400,ORD-000318,2024-06-20,1369.48,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
319,17,ORD-000319,2024-04-12,2734.53,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
320,204,ORD-000320,2024-10-12,193.98,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
321,251,ORD-000321,2024-08-31,3180.83,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
322,177,ORD-000322,2023-06-17,64.82,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
323,198,ORD-000323,2023-02-20,2348.37,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
324,443,ORD-000324,2024-11-29,1720.03,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
325,365,ORD-000325,2024-12-27,3574.21,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
326,423,ORD-000326,2024-09-30,3441.07,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
327,247,ORD-000327,2023-03-07,3274.47,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
328,97,ORD-000328,2023-06-03,1766.48,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
329,339,ORD-000329,2023-11-24,1030.60,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
330,152,ORD-000330,2023-09-23,3215.11,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
331,352,ORD-000331,2024-07-01,1512.86,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
332,50,ORD-000332,2024-04-27,2181.54,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
333,336,ORD-000333,2023-04-02,1497.03,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
334,300,ORD-000334,2023-10-29,463.99,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
335,444,ORD-000335,2024-10-11,2738.52,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
336,446,ORD-000336,2023-06-04,1195.20,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
337,74,ORD-000337,2023-11-20,1002.96,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
338,324,ORD-000338,2023-07-01,89.04,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
339,141,ORD-000339,2023-08-03,4522.17,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
340,495,ORD-000340,2024-05-03,1804.25,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
341,103,ORD-000341,2024-01-18,2594.41,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
342,321,ORD-000342,2023-09-12,2525.07,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
343,157,ORD-000343,2023-06-21,1105.89,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
344,234,ORD-000344,2024-06-16,1630.44,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
345,10,ORD-000345,2023-08-22,1408.33,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
346,87,ORD-000346,2023-05-07,822.66,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
347,395,ORD-000347,2024-07-01,1651.57,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
348,281,ORD-000348,2023-09-16,1791.97,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
349,339,ORD-000349,2023-04-14,2267.06,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
350,255,ORD-000350,2023-07-23,643.54,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
351,21,ORD-000351,2024-07-15,1828.04,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
352,2,ORD-000352,2023-01-14,1860.88,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
353,77,ORD-000353,2023-04-03,766.72,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
354,234,ORD-000354,2023-10-31,1666.84,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
355,219,ORD-000355,2023-04-29,741.74,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
356,340,ORD-000356,2024-10-24,909.77,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
357,191,ORD-000357,2023-12-17,845.76,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
358,493,ORD-000358,2024-04-12,1792.21,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
359,483,ORD-000359,2023-06-13,3583.44,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
360,314,ORD-000360,2023-01-30,1990.49,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
361,7,ORD-000361,2024-12-22,1992.93,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
362,339,ORD-000362,2023-09-12,2204.07,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
363,6,ORD-000363,2024-10-20,5625.65,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
364,26,ORD-000364,2024-06-03,4934.71,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
365,439,ORD-000365,2024-05-25,2418.65,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
366,212,ORD-000366,2023-02-06,436.50,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
367,327,ORD-000367,2023-11-08,3812.92,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
368,308,ORD-000368,2024-04-29,807.34,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
369,281,ORD-000369,2024-06-18,460.22,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
370,253,ORD-000370,2023-05-24,1916.80,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
371,101,ORD-000371,2023-07-12,3487.40,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
372,64,ORD-000372,2024-04-06,2903.30,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
373,474,ORD-000373,2024-06-04,3740.60,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
374,215,ORD-000374,2024-09-15,502.32,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
375,212,ORD-000375,2024-09-08,1984.06,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
376,472,ORD-000376,2024-11-19,1031.37,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
377,364,ORD-000377,2023-04-29,7597.16,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
378,55,ORD-000378,2023-01-26,1107.55,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
379,385,ORD-000379,2023-06-14,2536.88,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
380,17,ORD-000380,2024-01-03,1548.60,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
381,443,ORD-000381,2023-08-18,1008.23,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
382,475,ORD-000382,2024-01-26,2702.89,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
383,445,ORD-000383,2024-03-29,4025.69,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
384,151,ORD-000384,2024-04-04,548.20,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
385,377,ORD-000385,2024-06-10,4771.53,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
386,434,ORD-000386,2023-09-19,3054.26,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
387,27,ORD-000387,2024-10-02,4403.50,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
388,490,ORD-000388,2023-07-08,2646.34,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
389,170,ORD-000389,2024-01-05,3221.78,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
390,288,ORD-000390,2024-10-26,520.32,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
391,229,ORD-000391,2023-09-04,44.22,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
392,196,ORD-000392,2023-04-27,2816.06,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
393,264,ORD-000393,2024-06-04,4105.16,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
394,86,ORD-000394,2024-07-04,634.90,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
395,443,ORD-000395,2024-12-02,1587.25,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
396,425,ORD-000396,2024-12-20,195.78,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
397,13,ORD-000397,2024-04-15,416.41,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
398,28,ORD-000398,2023-07-02,6291.84,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
399,9,ORD-000399,2024-02-03,2408.56,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
400,403,ORD-000400,2024-12-03,3946.93,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
401,274,ORD-000401,2023-08-14,4611.73,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
402,448,ORD-000402,2024-07-22,230.11,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
403,294,ORD-000403,2024-09-02,2081.72,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
404,73,ORD-000404,2023-06-14,1134.87,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
405,93,ORD-000405,2024-11-18,3485.72,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
406,250,ORD-000406,2023-12-05,659.54,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
407,318,ORD-000407,2023-03-13,4096.38,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
408,356,ORD-000408,2024-08-21,1414.80,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
409,142,ORD-000409,2024-01-04,3275.70,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
410,250,ORD-000410,2024-07-18,2026.54,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
411,440,ORD-000411,2023-05-24,2251.18,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
412,324,ORD-000412,2023-02-01,3825.26,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
413,115,ORD-000413,2024-08-26,696.98,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
414,204,ORD-000414,2024-01-08,2634.94,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
415,72,ORD-000415,2024-04-01,1012.25,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
416,377,ORD-000416,2024-05-10,532.76,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
417,119,ORD-000417,2023-03-06,804.53,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
418,199,ORD-000418,2024-04-25,690.33,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
419,53,ORD-000419,2024-12-21,2816.99,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
420,188,ORD-000420,2024-08-24,5070.76,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
421,4,ORD-000421,2024-05-28,2677.72,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
422,96,ORD-000422,2023-06-11,2863.76,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
423,246,ORD-000423,2023-08-04,3667.38,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
424,323,ORD-000424,2024-06-08,2962.01,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
425,450,ORD-000425,2024-11-08,164.52,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
426,311,ORD-000426,2024-04-27,1416.00,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
427,407,ORD-000427,2024-08-19,5138.86,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
428,118,ORD-000428,2024-01-23,1647.90,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
429,441,ORD-000429,2024-05-31,407.34,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
430,462,ORD-000430,2024-09-21,2872.65,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
431,268,ORD-000431,2024-03-06,412.85,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
432,220,ORD-000432,2023-08-23,3729.29,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
433,245,ORD-000433,2023-08-27,2532.91,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
434,364,ORD-000434,2023-01-08,2333.06,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
435,219,ORD-000435,2024-10-29,1426.51,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
436,349,ORD-000436,2024-02-11,4799.84,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
437,130,ORD-000437,2023-11-11,2421.10,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
438,52,ORD-000438,2023-08-08,2082.13,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
439,494,ORD-000439,2024-10-13,470.44,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
440,475,ORD-000440,2024-09-06,172.17,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
441,114,ORD-000441,2024-01-15,5071.01,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
442,328,ORD-000442,2024-05-21,1259.10,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
443,147,ORD-000443,2023-07-19,2620.29,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
444,336,ORD-000444,2023-01-01,1840.24,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
445,181,ORD-000445,2024-11-16,3155.14,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
446,146,ORD-000446,2024-07-26,2086.56,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
447,295,ORD-000447,2023-01-05,2142.50,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
448,38,ORD-000448,2024-05-30,4293.76,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
449,356,ORD-000449,2024-03-29,2882.52,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
450,247,ORD-000450,2023-04-30,548.44,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
451,347,ORD-000451,2024-12-19,1421.06,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
452,128,ORD-000452,2023-10-22,3739.82,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
453,112,ORD-000453,2024-08-10,429.12,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
454,121,ORD-000454,2023-09-05,3074.93,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
455,183,ORD-000455,2023-06-09,1947.32,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
456,315,ORD-000456,2023-01-07,3737.64,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
457,392,ORD-000457,2024-06-07,3937.35,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
458,17,ORD-000458,2024-05-29,1434.17,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
459,353,ORD-000459,2023-01-09,1683.76,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
460,186,ORD-000460,2024-09-19,1054.86,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
461,242,ORD-000461,2024-09-19,1607.86,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
462,187,ORD-000462,2024-02-15,3254.99,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
463,412,ORD-000463,2023-08-30,2264.35,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
464,256,ORD-000464,2023-05-18,4413.54,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
465,31,ORD-000465,2023-08-09,3740.00,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
466,286,ORD-000466,2023-09-21,39.70,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
467,180,ORD-000467,2024-11-26,6137.69,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
468,456,ORD-000468,2023-03-22,3922.29,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
469,435,ORD-000469,2023-03-15,722.07,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
470,335,ORD-000470,2023-10-26,2345.27,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
471,212,ORD-000471,2023-06-21,616.94,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
472,339,ORD-000472,2023-09-15,845.56,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
473,33,ORD-000473,2024-04-29,1722.84,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
474,269,ORD-000474,2023-03-27,2745.50,pending,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
475,127,ORD-000475,2023-10-18,1656.54,delivered,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
476,18,ORD-000476,2024-11-10,3907.73,shipped,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
477,70,ORD-000477,2024-12-15,9171.21,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
478,247,ORD-000478,2024-07-06,988.65,processing,2025-10-17 14:31:48.089726,2025-10-17 14:31:48.089726
